UniqueID_v2,sampleID_agency,siteID,lat,long,Date,PCT_FN,ni_total_v2,TotRich,Dataset,COMMENTS,COMID
SampWA_5681_1,WAM06600-012124-DCE-2012-0826-09:40,WAM06600-012124,48.50637195,-117.1361403,8/26/2012,11.25541126,373,52,M,,22996311
SampWA_5772_1,WAM06600-020120-DCE-2018-0710-10:56,WAM06600-020120,48.38221,-117.14694,7/10/2018,20.77922078,541,52,M,,22996465
SampWA_5802_1,WAM06600-023480-DCE-2018-0724-10:46,WAM06600-023480,48.29422,-117.21374,7/24/2018,93.50649351,249,33,M,,22996623
SampWA_5392_1,WAM06600-003608-DCE-2018-0722-10:01,WAM06600-003608,48.27667553,-117.3762509,7/22/2018,6.060606061,536,64,M,,22996661
SampWA_5546_1,ERR06600-006644-DCE-2012-0702-12:10,ERR06600-006644,48.20243,-117.38952,7/2/2012,24.24242424,551,69,M,,22996767
SampWA_5196_1,WAM06600-001331-DCE-2010-0901-12:00,WAM06600-001331,47.429827,-117.264024,9/1/2010,18.94273128,412,45,M,,23017958
SampWA_5368_1,WAM06600-003287-DCE-2010-0930-09:30,WAM06600-003287,47.560101,-117.18904,9/30/2010,85.71428571,524,42,M,,23018232
SampWA_5857_1,WAM06600-035259-DCE-2018-0806-09:30,WAM06600-035259,47.77719,-117.95342,8/6/2018,13.41991342,638,60,M,,23021702
SampWA_5812_1,WAM06600-025211-DCE-2018-0817-08:17,WAM06600-025211,47.73234,-117.73823,8/17/2018,48.05194805,625,42,M,,23021810
SampWA_5825_1,WAM06600-028196-DCE-2018-0720-08:42,WAM06600-028196,48.03365,-117.99701,7/20/2018,18.61471861,581,49,M,,23022092
SampWA_5433_1,ERR06600-004100-DCE-2012-0715-13:25,ERR06600-004100,48.04853,-118.01861,7/15/2012,20.77922078,503,34,M,,23022156
SampWA_5167_1,WAM06600-001131-DCE-2010-0923-10:20,WAM06600-001131,47.781539,-117.261587,9/23/2010,59.30735931,378,28,M,,23026746
SampWA_5356_1,WAM06600-003076-DCE-2010-0729-12:00,WAM06600-003076,48.020273,-117.519494,7/29/2010,21.64502165,574,56,M,,23026960
SampWA_5957_1,BIO06600-BURP15-DCE-2019-0719-08:50,BIO06600-BURP15,47.88913,-117.13055,7/19/2019,17.31601732,521,60,M,,23027840
SampWA_5272_1,WAM06600-001835-DCE-2012-0713-09:10,WAM06600-001835,47.80522502,-118.303467,7/13/2012,0.432900433,560,52,M,,23031286
SampWA_5009_1,WAM06600-000091-DCE-2018-0831-09:15,WAM06600-000091,47.75690362,-118.2887502,8/31/2018,10.38961039,980,65,M,,23031294
SampWA_5441_1,ERR06600-004187-DCE-2012-0703-13:20,ERR06600-004187,47.76213,-118.19208,7/3/2012,25.54112554,544,61,M,,23031316
SampWA_5709_1,WAM06600-014292-DCE-2012-0714-13:45,WAM06600-014292,48.13165655,-118.0487807,7/14/2012,8.658008658,535,56,M,,23031366
SampWA_5796_1,WAM06600-022420-DCE-2012-0717-10:00,WAM06600-022420,48.19657406,-118.1029789,7/17/2012,39.82683983,304,37,M,,23031384
SampWA_5784_1,WAM06600-020824-DCE-2018-0808-08:24,WAM06600-020824,48.40427,-118.08244,8/8/2018,18.18181818,551,60,M,,23031428
SampWA_5594_1,WAM06600-008128-DCE-2018-0711-08:50,WAM06600-008128,48.9531044,-117.9061008,7/11/2018,19.91341991,598,52,M,,23031676
SampWA_5779_1,WAM06600-020812-DCE-2018-0903-08:50,WAM06600-020812,48.58643,-118.1937,9/3/2018,0.865800866,563,44,M,,23031706
SampWA_5844_1,WAM06600-031820-DCE-2018-0916-09:14,WAM06600-031820,48.57698,-118.29578,9/16/2018,4.761904762,562,54,M,,23031744
SampWA_6225_1,BIO06600-SSHE15-DCE-2018-0829-08:29,BIO06600-SSHE15,48.55165,-118.41714,8/29/2018,3.463203463,519,62,M,,23031756
SampWA_5742_1,WAM06600-017280-DCE-2012-0715-09:00,WAM06600-017280,48.96865971,-117.937576,7/15/2012,4.329004329,501,57,M,,23032162
SampWA_5711_1,WAM06600-014496-DCE-2018-0721-08:48,WAM06600-014496,48.78695,-117.71824,7/21/2018,25.97402597,524,58,M,,23032252
SampWA_5763_1,WAM06600-019012-DCE-2018-0803-09:29,WAM06600-019012,48.05992,-118.04054,8/3/2018,18.61471861,531,62,M,,23032390
SampWA_5647_1,WAM06600-010240-DCE-2012-0727-13:00,WAM06600-010240,48.99813964,-117.8060192,7/27/2012,6.060606061,334,56,M,,23032456
SampWA_5804_1,WAM06600-023632-DCE-2018-0707-09:41,WAM06600-023632,48.84366119,-118.0575525,7/7/2018,62.33766234,558,41,M,,23032726
SampWA_5708_1,WAM06600-014112-DCE-2018-0720-10:24,WAM06600-014112,48.78224,-117.73142,7/20/2018,22.94372294,515,54,M,,23032886
SampWA_5642_1,WAM06600-010016-DCE-2018-0804-09:10,WAM06600-010016,48.78116173,-117.7863037,8/4/2018,16.88311688,535,63,M,,23032890
SampWA_5522_1,WAM06600-005840-DCE-2012-0724-11:15,WAM06600-005840,48.75602968,-117.7335282,7/24/2012,16.88311688,316,40,M,,23032950
SampWA_5745_1,WAM06600-017584-DCE-2018-0901-08:44,WAM06600-017584,48.73975394,-117.9223851,9/1/2018,26.40692641,535,60,M,,23032978
SampWA_5265_1,WAM06600-001744-DCE-2018-0724-08:38,WAM06600-001744,48.74320444,-117.7644163,7/24/2018,8.225108225,547,42,M,,23032994
SampWA_5815_1,WAM06600-026268-DCE-2018-0807-08:13,WAM06600-026268,48.65109,-118.04758,8/7/2018,8.658008658,541,43,M,,23033084
SampWA_5508_1,WAM06600-005560-DCE-2018-0722-09:12,WAM06600-005560,48.43247025,-118.0879777,7/22/2018,20.34632035,539,55,M,,23033372
SampWA_5823_1,WAM06600-027735-DCE-2018-0818-08:00,WAM06600-027735,47.67279,-118.23011,8/18/2018,96.96969697,676,61,M,,23034070
SampWA_6139_1,BIO06600-NDEA15-DCE-2018-0924-09:36,BIO06600-NDEA15,48.6994,-118.33254,9/24/2018,9.523809524,567,66,M,,23040899
SampWA_6012_1,SEN06600-DEAD19-DCE-2015-0722-09:45,SEN06600-DEAD19,48.656,-118.30044,7/22/2015,6.493506494,566,60,M,,23040909
SampWA_5743_1,WAM06600-017392-DCE-2018-0915-08:14,WAM06600-017392,48.78845,-118.90613,9/15/2018,15.58441558,899,57,M,,23041115
SampWA_5091_1,WAM06600-000464-DCE-2018-0905-08:19,WAM06600-000464,48.7629996,-118.9067213,9/5/2018,3.03030303,569,63,M,,23041119
SampWA_6266_1,BIO06600-TONA15-DCE-2016-0927-09:10,BIO06600-TONA15,48.86945,-118.76824,9/27/2016,11.68831169,553,60,M,,23041137
SampWA_5664_1,WAM06600-011200-DCE-2018-0806-08:50,WAM06600-011200,48.97257563,-118.1094622,8/6/2018,10.38961039,559,70,M,,23041305
SampWA_5622_1,WAM06600-009440-DCE-2012-0720-13:55,WAM06600-009440,48.83744248,-119.0996175,7/20/2012,17.31601732,248,41,M,,23041833
SampWA_5424_1,WAM06600-003936-DCE-2012-0721-09:10,WAM06600-003936,48.81340532,-118.68058,7/21/2012,43.72294372,551,40,M,,23041901
SampWA_5833_1,WAM06600-029360-DCE-2018-0904-08:30,WAM06600-029360,48.75413,-118.77329,9/4/2018,11.68831169,566,61,M,,23042227
SampWA_5842_1,WAM06600-031004-DCE-2018-0709-08:56,WAM06600-031004,48.69388,-118.63013,7/9/2018,19.04761905,558,42,M,,23042231
SampWA_5790_1,WAM06600-021488-DCE-2018-0805-08:59,WAM06600-021488,48.78034,-118.67195,8/5/2018,9.523809524,573,49,M,,23042323
SampWA_6110_1,SEN06600-LITT06-DCE-2019-0718-10:20,SEN06600-LITT06,48.45654,-117.71472,7/18/2019,0,538,47,M,,23046407
SampWA_5147_1,WAM06600-000872-DCE-2010-0727-10:00,WAM06600-000872,48.335599,-117.624141,7/27/2010,33.02325581,530,64,M,,23046709
SampWA_5354_1,WAM06600-003068-DCE-2019-0803-09:12,WAM06600-003068,48.683122,-117.76335,8/3/2019,12.12121212,599,56,M,,23046809
SampWA_6132_1,BIO06600-MMIL15-DCE-2011-0818-09:45,BIO06600-MMIL15,48.65078,-117.68265,8/18/2011,46.3963964,165,38,M,,23046843
SampWA_5194_1,WAM06600-001308-DCE-2019-0709-09:16,WAM06600-001308,48.505386,-117.650449,7/9/2019,21.64502165,536,60,M,,23047209
SampWA_5400_1,WAM06600-003688-DCE-2010-0915-10:20,WAM06600-003688,48.357451,-117.836978,9/15/2010,16.01731602,503,48,M,,23047523
SampWA_5016_1,WAM06600-000152-DCE-2010-0929-11:45,WAM06600-000152,48.33159,-118.780892,9/29/2010,3.03030303,564,48,M,,23053563
SampWA_5047_1,WAM06600-000280-DCE-2010-0928-11:30,WAM06600-000280,48.302434,-118.822568,9/28/2010,14.28571429,520,53,M,,23053569
SampWA_5754_1,WAM06600-018527-DCE-2017-0709-10:30,WAM06600-018527,47.99049438,-119.5563416,7/9/2017,64.5021645,570,32,M,,23058124
SampWA_6167_1,BIO06600-PETT15-DCE-2017-0815-11:21,BIO06600-PETT15,48.75813,-119.082,8/15/2017,1.731601732,530,60,M,,23065089
SampWA_5890_1,WAM06600-061788-DCE-2017-0902-09:07,WAM06600-061788,48.71526982,-119.3903347,9/2/2017,44.58874459,546,31,M,,23065099
SampWA_5590_1,WAM06600-008016-DCE-2017-0721-08:45,WAM06600-008016,48.75089533,-119.3475551,7/21/2017,38.0952381,572,44,M,,23065135
SampWA_5853_1,WAM06600-034624-DCE-2012-0807-13:17,WAM06600-034624,48.78924028,-119.318314,8/7/2012,32.46753247,565,28,M,,23065137
SampWA_5654_1,WAM06600-010528-DCE-2012-0808-09:50,WAM06600-010528,48.79309965,-119.3504096,8/8/2012,78.35497835,542,33,M,,23065161
SampWA_5887_1,ERR06600-049208-DCE-2012-0803-10:30,ERR06600-049208,48.47594,-119.76717,8/3/2012,36.36363636,560,50,M,,23065295
SampWA_5399_1,WAM06600-003672-DCE-2017-0724-09:28,WAM06600-003672,48.34400606,-119.8720328,7/24/2017,16.45021645,552,63,M,,23065305
SampWA_5829_1,WAM06600-028976-DCE-2017-0820-08:42,WAM06600-028976,48.73259387,-119.0961125,8/20/2017,17.72727273,525,53,M,,23065413
SampWA_5866_1,WAM06600-037208-DCE-2017-0712-09:20,WAM06600-037208,48.39816646,-119.719579,7/12/2017,19.91341991,370,45,M,,23065423
SampWA_5739_1,WAM06600-017208-DCE-2012-0729-12:00,WAM06600-017208,48.41135191,-119.7641335,7/29/2012,0.432900433,378,50,M,,23065487
SampWA_5793_1,WAM06600-021900-DCE-2017-0819-08:52,WAM06600-021900,48.61761265,-119.735899,8/19/2017,22.51082251,525,48,M,,23065885
SampWA_5658_1,WAM06600-010636-DCE-2017-0710-09:11,WAM06600-010636,48.5126706,-119.3111882,7/10/2017,99.56709957,546,33,M,,23066057
SampWA_5600_1,WAM06600-008504-DCE-2012-0801-09:30,WAM06600-008504,48.421401,-119.7891748,8/1/2012,30.73593074,552,65,M,,23066177
SampWA_5414_1,WAM06600-003752-DCE-2012-0728-13:30,WAM06600-003752,48.40628438,-119.7983412,7/28/2012,41.55844156,501,51,M,,23066227
SampWA_6299_1,SEN06600-TWEN05-DCE-2019-0724-10:12,SEN06600-TWEN05,47.95722,-120.29203,7/24/2019,0.865800866,673,63,M,,23074329
SampWA_5854_1,WAM06600-034631-DCE-2012-0813-10:30,WAM06600-034631,47.63577682,-120.6072045,8/13/2012,9.090909091,216,38,M,,23080600
SampWA_5889_1,WAM06600-058359-DCE-2017-0903-10:56,WAM06600-058359,47.71329829,-120.6087116,9/3/2017,9.090909091,535,53,M,,23080628
SampWA_5832_1,WAM06600-029287-DCE-2017-0808-08:58,WAM06600-029287,47.55676011,-120.5842963,8/8/2017,8.658008658,545,63,M,,23081388
SampWA_5855_1,WAM06600-034707-DCE-2012-0731-09:30,WAM06600-034707,47.4931227,-120.6373684,7/31/2012,1.298701299,545,33,M,,23081412
SampWA_6119_1,SEN06600-MARB21-DCE-2015-0915-08:22,SEN06600-MARB21,47.91591981,-120.7122157,9/15/2015,0.865800866,539,67,M,,23081674
SampWA_5865_1,WAM06600-037067-DCE-2017-0805-09:59,WAM06600-037067,47.75216085,-120.8416858,8/5/2017,12.12121212,449,49,M,,23082362
SampWA_5773_1,WAM06600-020267-DCE-2017-0804-09:12,WAM06600-020267,47.72825481,-120.5708811,8/4/2017,52.38095238,459,30,M,,23082414
SampWA_5800_1,WAM06600-023255-DCE-2017-0804-08:39,WAM06600-023255,47.70702506,-120.5570934,8/4/2017,29.7979798,440,53,M,,23082494
SampWA_5766_1,WAM06600-019319-DCE-2017-0806-09:21,WAM06600-019319,47.66944585,-120.7578759,8/6/2017,36.36363636,566,53,M,,23082534
SampWA_5947_1,BIO06600-BLPN77-DCE-2018-0801-10:56,BIO06600-BLPN77,47.60836,-120.95036,8/1/2018,0,323,44,M,,23082724
SampWA_5873_1,WAM06600-040711-DCE-2017-0805-08:45,WAM06600-040711,47.58862135,-120.4889138,8/5/2017,90.47619048,532,34,M,,23082786
SampWA_5881_1,WAM06600-043655-DCE-2017-0807-08:55,WAM06600-043655,47.56404086,-120.552278,8/7/2017,28,511,30,M,,23082846
SampWA_5516_1,WAM06600-005747-DCE-2012-0827-09:30,WAM06600-005747,47.49750964,-120.4707379,8/27/2012,31.16883117,541,26,M,,23083168
SampWA_6030_1,BIO06600-DOUG10-DCE-2019-0723-09:42,BIO06600-DOUG10,47.467583,-119.87562,7/23/2019,21.64502165,588,29,M,,23091213
SampWA_5337_1,WAM06600-002843-DCE-2010-0913-14:15,WAM06600-002843,47.756609,-119.204535,9/13/2010,63.2034632,439,40,M,,23096226
SampWA_5693_1,WAM06600-012781-DCE-2015-0902-08:26,WAM06600-012781,46.5374683,-121.0505539,9/2/2015,20,557,72,M,,23099934
SampWA_5462_1,WAM06600-004589-DCE-2015-0818-12:42,WAM06600-004589,46.53276075,-121.1751223,8/18/2015,1.731601732,575,43,M,,23099954
SampWA_5529_1,WAM06600-006045-DCE-2015-0916-12:59,WAM06600-006045,46.49535711,-121.1012328,9/16/2015,1.731601732,546,49,M,,23099972
SampWA_5279_1,WAM06600-001949-DCE-2015-0916-09:40,WAM06600-001949,46.49776494,-121.1094636,9/16/2015,1.731601732,561,61,M,,23099974
SampWA_5638_1,WAM06600-009853-DCE-2011-0830-10:00,WAM06600-009853,46.56159304,-120.5227179,8/30/2011,86.14718615,556,47,M,,23100980
SampWA_5646_1,WAM06600-010141-DCE-2015-0818-08:23,WAM06600-010141,46.486557,-121.0600784,8/18/2015,25.97402597,548,83,M,,23101296
SampWA_6031_1,BIO06600-DRYC10-DCE-2013-0827-10:25,BIO06600-DRYC10,46.50559612,-119.6855941,8/27/2013,100,545,26,M,,23101732
SampWA_5612_1,WAM06600-008947-DCE-2017-0806-08:42,WAM06600-008947,47.52774444,-120.1354658,8/6/2017,32.9004329,525,46,M,,23207822
SampWA_5864_1,WAM06600-036887-DCE-2017-0809-08:47,WAM06600-036887,47.68610974,-120.3415264,8/9/2017,12.55411255,547,48,M,,23208268
SampWA_5343_1,WAM06600-002878-DCE-2019-0818-08:49,WAM06600-002878,47.299865,-120.096865,8/18/2019,3.896103896,527,43,M,,23208356
SampOD_7045_1,00096REF,24054-ORDEQ,45.78856929,-117.9812728,9/13/2000,6.086956522,680,38,M,,23428406
SampOD_6526_1,00081REF,24042-ORDEQ,45.15395487,-118.2167173,8/9/2000,7.142857143,675,42,M,,23428944
SampOD_6794_1,00102REF,24056-ORDEQ,45.40608205,-117.6753386,9/13/2000,9.523809524,507,40,M,,23437013
SampOD_6679_1,02113EMAP,26958-ORDEQ,45.2714356,-117.4660327,9/10/2002,4.807692308,507,52,M,,23437127
SampWA_6126_1,BIO06600-MENA11-DCE-2019-0827-09:18,BIO06600-MENA11,46.01214,-117.36668,8/27/2019,3.03030303,626,60,M,,23442075
SampOD_7121_1,00095REF,24062-ORDEQ,45.97780101,-117.6012992,9/12/2000,0,741,34,M,,23442167
SampOD_7096_1,00072REF,24070-ORDEQ,45.9282022,-117.4372027,8/1/2000,0,504,34,M,,23442409
SampWA_6086_1,BIO06600-JOSE11-DCE-2012-0925-11:36,BIO06600-JOSE11,46.02757,-117.01822,9/25/2012,10.82251082,536,42,M,,23442453
SampOD_7016_1,00073REF,24057-ORDEQ,45.69848803,-117.12349,8/2/2000,1.818181818,703,37,M,,23442575
SampOD_7076_1,00009WSE,24420-ORDEQ,45.88841852,-117.0899324,8/3/2000,2.857142857,544,58,M,,23442661
SampWA_5988_1,BIO06600-COUG11-DCE-2019-0826-11:46,BIO06600-COUG11,46.04873,-117.32791,8/26/2019,3.463203463,534,73,M,,23442859
SampWA_5200_1,WAM06600-001365-DCE-2016-0903-10:58,WAM06600-001365,46.08534082,-117.2990996,9/3/2016,0,545,55,M,,23443055
SampWA_5846_1,WAM06600-032101-DCE-2016-0907-10:00,WAM06600-032101,46.0514,-117.24039,9/7/2016,1.298701299,545,52,M,,23443213
SampWA_5425_1,WAM06600-003981-DCE-2011-0717-10:50,WAM06600-003981,46.4166313,-117.9753337,7/17/2011,72.72727273,577,25,M,,23448969
SampWA_5756_1,WAM06600-018637-DCE-2011-0711-09:45,WAM06600-018637,46.43914896,-117.9507405,7/11/2011,97.4025974,551,31,M,,23448995
SampWA_5362_1,WAM06600-003165-DCE-2011-0729-09:29,WAM06600-003165,46.44121598,-117.7532186,7/29/2011,5.194805195,549,47,M,,23449029
SampWA_5486_1,WAM06600-005097-DCE-2011-0730-11:05,WAM06600-005097,46.33653932,-117.6801446,7/30/2011,1.731601732,560,49,M,,23449045
SampWA_5605_1,WAM06600-008729-DCE-2011-0729-11:15,WAM06600-008729,46.27599992,-117.6586806,7/29/2011,6.926406926,556,49,M,,23449073
SampWA_6287_1,BIO06600-TUCA11-DCE-2019-0917-08:57,BIO06600-TUCA11,46.18462,-117.60728,9/17/2019,3.463203463,549,66,M,,23449129
SampWA_6000_1,SEN06600-CUMM10-DCE-2017-0802-09:42,SEN06600-CUMM10,46.33303,-117.67067,8/2/2017,1.731601732,576,67,M,,23449145
SampWA_5310_1,WAM06600-002306-DCE-2016-0904-09:33,WAM06600-002306,46.54769987,-117.8781792,9/4/2016,49.35064935,539,47,M,,23449183
SampWA_5697_1,WAM06600-013165-DCE-2016-0726-10:29,WAM06600-013165,46.47362,-117.55003,7/26/2016,40.25974026,554,42,M,,23449239
SampWA_5838_1,WAM06600-030498-DCE-2016-0919-08:33,WAM06600-030498,46.54218,-117.57891,9/19/2016,72.29437229,572,45,M,,23449395
SampWA_5737_1,WAM06600-017186-DCE-2016-0723-08:15,WAM06600-017186,46.56949568,-117.4852063,7/23/2016,64.93506494,557,39,M,,23449475
SampWA_5714_1,WAM06600-014697-DCE-2016-0711-10:48,WAM06600-014697,46.32006696,-117.4918806,7/11/2016,0.432900433,513,43,M,,23449687
SampWA_5603_1,WAM06600-008710-DCE-2011-0723-11:25,WAM06600-008710,46.70724755,-117.3817644,7/23/2011,15.58441558,589,30,M,,23449785
SampWA_5617_1,WAM06600-009186-DCE-2011-0719-11:01,WAM06600-009186,46.67721526,-117.9542321,7/19/2011,95.67099567,547,25,M,,23449855
SampWA_5816_1,WAM06600-026322-DCE-2016-0723-09:57,WAM06600-026322,46.68832,-117.89504,7/23/2016,94.80519481,529,30,M,,23449913
SampWA_5836_1,WAM06600-030210-DCE-2016-0722-11:24,WAM06600-030210,46.64666,-117.48783,7/22/2016,47.18614719,213,20,M,,23449937
SampWA_5834_1,WAM06600-029686-DCE-2016-0724-11:34,WAM06600-029686,46.76241,-117.55967,7/24/2016,81.38528139,537,44,M,,23450055
SampWA_5467_1,WAM06600-004706-DCE-2011-0722-13:48,WAM06600-004706,46.61807429,-117.2929587,7/22/2011,48.48484848,415,35,M,,23450737
SampWA_5761_1,WAM06600-018877-DCE-2016-0713-08:05,WAM06600-018877,46.51115,-117.4125,7/13/2016,44.15584416,595,42,M,,23451169
SampWA_5863_1,WAM06600-036749-DCE-2016-0727-09:12,WAM06600-036749,46.44927,-117.13355,7/27/2016,48.48484848,504,25,M,,23451593
SampWA_5759_1,WAM06600-018873-DCE-2011-0727-09:35,WAM06600-018873,46.37602713,-117.7102596,7/27/2011,12.98701299,537,32,M,,23451765
SampWA_5668_1,ERR06600-011449-DCE-2011-0713-11:45,ERR06600-011449,46.37108,-117.75489,7/13/2011,74.89177489,546,34,M,,23451797
SampWA_6165_1,SEN06600-PANJ11-DCE-2013-0807-10:00,SEN06600-PANJ11,46.17643,-117.71862,8/7/2013,1.739130435,540,56,M,,23452083
SampWA_5111_1,WAM06600-000586-DCE-2010-0802-13:30,WAM06600-000586,46.877235,-117.350448,8/2/2010,23.91304348,538,33,M,,23459911
SampWA_6074_1,BIO06600-HOGC10-DCE-2019-0723-08:29,BIO06600-HOGC10,47.36783455,-117.8113505,7/23/2019,22.94372294,565,39,M,,23460747
SampWA_6189_1,BIO06600-ROCK10-DCE-2016-0906-09:43,BIO06600-ROCK10,47.003,-117.94511,9/6/2016,20.77922078,662,45,M,,23470808
SampWA_5129_1,WAM06600-000750-DCE-2019-0901-10:42,WAM06600-000750,47.244983,-117.588049,9/1/2019,98.26839827,526,19,M,,23471094
SampWA_5051_1,WAM06600-000302-DCE-2010-0902-12:15,WAM06600-000302,47.186547,-117.159675,9/2/2010,100,535,42,M,,23471594
SampWA_5839_1,WAM06600-030609-DCE-2016-0918-09:25,WAM06600-030609,46.00513,-118.38509,9/18/2016,2.164502165,576,44,M,,23637814
SampOD_7051_1,00097REF,24061-ORDEQ,45.82958339,-118.1451847,9/14/2000,0,728,37,M,,23637852
SampWA_5768_1,WAM06600-019985-DCE-2016-0808-08:36,WAM06600-019985,46.04471,-118.46439,8/8/2016,9.523809524,557,37,M,,23637950
SampWA_5765_1,WAM06600-019205-DCE-2016-0808-07:44,WAM06600-019205,46.06946,-118.32182,8/8/2016,0,530,37,M,,23637954
SampWA_5465_1,WAM06600-004677-DCE-2011-0703-09:30,WAM06600-004677,46.06325614,-118.5710408,7/3/2011,88.99521531,545,39,M,,23638038
SampWA_5608_1,WAM06600-008773-DCE-2016-1006-11:00,WAM06600-008773,46.07639292,-118.5162604,10/6/2016,39.39393939,521,38,M,,23638040
SampWA_5680_1,WAM06600-012053-DCE-2016-0806-08:39,WAM06600-012053,46.12038,-118.21823,8/6/2016,46.75324675,510,58,M,,23638064
SampWA_5439_1,WAM06600-004181-DCE-2011-0706-10:35,WAM06600-004181,46.10209911,-118.047785,7/6/2011,1.298701299,556,42,M,,23638082
SampWA_5749_1,WAM06600-018197-DCE-2011-0712-10:35,WAM06600-018197,46.19075731,-118.2035869,7/12/2011,100,527,35,M,,23638110
SampWA_5685_1,WAM06600-012425-DCE-2016-0819-08:58,WAM06600-012425,46.27658,-118.54039,8/19/2016,25.97402597,563,41,M,,23638154
SampWA_5753_1,WAM06600-018341-DCE-2011-0705-11:30,WAM06600-018341,46.12467737,-117.9940317,7/5/2011,22.07792208,597,26,M,,23638240
SampWA_5303_1,WAM06600-002185-DCE-2011-0708-09:09,WAM06600-002185,46.26991336,-118.1080188,7/8/2011,23.80952381,535,42,M,,23638248
SampWA_5644_1,WAM06600-010137-DCE-2016-0823-13:09,WAM06600-010137,46.31829,-117.98318,8/23/2016,3.03030303,541,43,M,,23638276
SampWA_5298_1,WAM06600-002101-DCE-2011-0712-08:58,WAM06600-002101,46.18474525,-117.9117499,7/12/2011,9.090909091,539,59,M,,23638318
SampWA_5847_1,WAM06600-032293-DCE-2016-0820-08:24,WAM06600-032293,46.03953,-118.20714,8/20/2016,16.45021645,543,25,M,,23638444
